J,K,N,seed,avg_runtime,prop_identifiable,prop_non_identifiable,total_time,count_direct_flag,prop_direct_flag,count_brute_flag,prop_brute_flag,count_generator_empty,prop_generator_empty
20,4,10,190,0.03796143531799316,0.8,0.2,0.37961435317993164,2,0.2,6,0.6,8,0.8,2,0.2
20,4,10,196,0.009970498085021973,1.0,0.0,0.09970498085021973,4,0.4,6,0.6,10,1.0
20,4,10,192,0.03474705219268799,0.9,0.1,0.3474705219268799,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,193,0.14951472282409667,0.9,0.1,1.4951472282409668,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,189,0.17159636020660402,1.0,0.0,1.71596360206604,3,0.3,7,0.7,10,1.0
20,4,10,186,0.20098936557769775,0.9,0.1,2.0098936557769775,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,191,0.4879810333251953,1.0,0.0,4.879810333251953,4,0.4,6,0.6,10,1.0
20,4,10,187,1.1887335538864137,1.0,0.0,11.887335538864136,2,0.2,8,0.8,10,1.0
20,4,10,205,0.008243775367736817,0.9,0.1,0.08243775367736816,4,0.4,5,0.5,9,0.9,1,0.1
20,4,10,200,0.00852968692779541,0.9,0.1,0.0852968692779541,4,0.4,5,0.5,9,0.9,1,0.1
20,4,10,203,0.007168459892272949,1.0,0.0,0.07168459892272949,2,0.2,8,0.8,10,1.0
20,4,10,198,0.021808528900146486,0.9,0.1,0.21808528900146484,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,197,0.137062668800354,0.9,0.1,1.37062668800354,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,199,0.16301257610321046,0.9,0.1,1.6301257610321045,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,204,0.15369274616241455,0.9,0.1,1.5369274616241455,5,0.5,4,0.4,9,0.9,1,0.1
20,4,10,202,0.16608996391296388,1.0,0.0,1.6608996391296387,1,0.1,9,0.9,10,1.0
20,4,10,206,0.2601412534713745,1.0,0.0,2.601412534713745,2,0.2,8,0.8,9,0.9,1,0.1
20,4,10,201,1.1579699277877809,0.9,0.1,11.579699277877808,4,0.4,5,0.5,1,0.1,9,0.9
20,4,10,211,0.022800755500793458,1.0,0.0,0.22800755500793457,5,0.5,5,0.5,10,1.0
20,4,10,214,0.020688390731811522,0.9,0.1,0.20688390731811523,0,0.0,9,0.9,1,0.1,9,0.9
20,4,10,208,0.03960440158843994,1.0,0.0,0.3960440158843994,3,0.3,7,0.7,10,1.0
20,4,10,213,0.023824572563171387,1.0,0.0,0.23824572563171387,3,0.3,7,0.7,10,1.0
20,4,10,209,0.05905249118804932,1.0,0.0,0.5905249118804932,3,0.3,7,0.7,10,1.0
20,4,10,212,0.1588371753692627,1.0,0.0,1.588371753692627,1,0.1,9,0.9,10,1.0
20,4,10,216,0.24339334964752196,0.9,0.1,2.4339334964752197,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,207,1.0632532119750977,1.0,0.0,10.632532119750977,4,0.4,6,0.6,10,1.0
20,4,10,210,1.4114163875579835,1.0,0.0,14.114163875579834,4,0.4,6,0.6,10,1.0
20,4,10,215,2.029401707649231,1.0,0.0,20.29401707649231,3,0.3,7,0.7,10,1.0
20,4,10,221,0.010756182670593261,0.9,0.1,0.10756182670593262,4,0.4,5,0.5,9,0.9,1,0.1
